count,detect_count,time,response,tag_velK,anzenK,uv_velK,bbox_lefttop_x,bbox_lefttop_y,bbox_rightbottom_x,bbox_rightbottom_y,pure_bbox_lefttop_x,pure_bbox_lefttop_y,pure_bbox_rightbottom_x,pure_bbox_rightbottom_y,episode,reward
0.0,0.0,1.2742533683776855,-1614236908.9612753,1.0,2.0,0.0,0.0,0.0,1280.0,720.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.3520879745483398,0.07782554626464844,1.0,2.0,0.0,952.5857729276252,229.65154325459608,995.9856291844249,273.4630139770221,963.435736991825,240.6044109352026,985.135665120225,262.51014629641566,1.0,0.0
0.0,1.0,1.367393970489502,0.01532602310180664,1.0,2.0,0.0,951.4790062520602,229.78404239376076,997.2042363275056,274.029143101277,962.9103137709216,240.84531757063982,985.7729288086442,262.967867924398,1.0,0.0
0.0,1.0,1.4134886264801025,0.0460820198059082,1.0,2.0,0.0,951.3485849042855,229.61855812348045,996.8848317130961,273.8603937043577,962.7326466064882,240.67901701869977,985.5007700108935,262.7999348091384,1.0,0.0
0.0,1.0,1.4720149040222168,0.05853128433227539,1.0,2.0,0.0,951.7722856209213,230.5460932227172,996.9087256858671,272.75090818012825,963.0563956371577,241.09729696206995,985.6246156696307,262.1997044407755,1.0,0.0
0.0,1.0,1.4993345737457275,0.027301788330078125,1.0,2.0,0.0,951.1922075320115,228.63673998956958,997.4671615924628,274.28492528088645,962.7609460471243,240.0487863123988,985.89842307735,262.8728789580572,1.0,0.0
0.0,1.0,1.5708603858947754,0.07154345512390137,1.0,2.0,0.0,952.0235819539589,229.61518904470026,996.5126445382355,273.69402011739453,963.145847600028,240.63489681287382,985.3903788921664,262.67431234922094,1.0,0.0
0.0,1.0,1.6370034217834473,0.06614899635314941,1.0,2.0,0.0,952.0490425558178,229.6908421534353,996.3848759199755,273.85483328959083,963.1330008968572,240.7318399374742,985.300917578936,262.81383550555194,1.0,0.0
0.0,1.0,1.7037603855133057,0.06672430038452148,1.0,2.0,0.0,952.0042093034979,229.616412405856,996.9033187237867,273.5259178011451,963.2289866585701,240.5937887546783,985.6785413687145,262.54854145232287,1.0,0.0
0.0,1.0,1.7395532131195068,0.03581643104553223,1.0,2.0,0.0,951.5513574059432,229.54542980117157,996.9363979318059,274.1396827302884,962.8976175374089,240.6939930334508,985.5901378003402,262.9911194980092,1.0,0.0
0.0,1.0,1.7830498218536377,0.043485403060913086,1.0,2.0,0.0,951.9023631212907,229.4664474151233,996.7570786027355,273.59607559398796,963.1160419916519,240.49885445983946,985.5433997323744,262.5636685492718,1.0,0.0
0.0,1.0,1.8652043342590332,0.08217263221740723,1.0,2.0,0.0,951.887558246561,229.38885362820565,996.7136692800527,273.8736209418796,963.0940860049338,240.51004545662414,985.5071415216798,262.7524291134611,1.0,0.0
0.0,1.0,1.9068713188171387,0.041657209396362305,1.0,2.0,0.0,951.9596772550824,229.4773601369403,996.2297357921036,273.5600859399857,963.0271918893377,240.49804158770166,985.1622211578483,262.53940448922435,1.0,0.0
0.0,1.0,1.955366611480713,0.048508405685424805,1.0,2.0,0.0,951.5155221616521,229.78758065770336,997.062994095475,273.861204757084,962.9023901451078,240.8059866825485,985.6761261120193,262.84279873223886,1.0,0.0
0.0,1.0,1.9971187114715576,0.041749000549316406,1.0,2.0,0.0,951.6642495805131,229.46590717584982,996.616113597948,273.9390631486748,962.9022155848718,240.58419616905604,985.3781475935893,262.82077415546854,1.0,0.0
0.0,1.0,2.04048228263855,0.04329824447631836,1.0,2.0,0.0,952.3100997144853,229.4508548856088,996.5627254893262,273.66781619445464,963.3732561581955,240.50509521282027,985.499569045616,262.6135758672432,1.0,0.0
0.0,1.0,2.0493290424346924,0.008916139602661133,1.0,2.0,0.0,951.936196992563,229.62266525905665,996.5988329095212,273.72100839063216,963.1018559718026,240.64725104195054,985.4331739302817,262.69642260773827,1.0,0.0
0.0,1.0,2.1540908813476562,0.10473752021789551,1.0,2.0,0.0,951.9628729599783,229.4482221376638,996.6717905531325,273.82532372635967,963.1401023582669,240.54249753483776,985.494561154844,262.73104832918574,1.0,0.0
0.0,1.0,2.179856300354004,0.02579188346862793,1.0,2.0,0.0,950.2605373180432,229.4102928884085,995.8398622146232,273.7430496184627,961.6553685421882,240.49348207092203,984.4450309904782,262.65986043594916,1.0,0.0
0.0,1.0,2.236927032470703,0.05706024169921875,1.0,2.0,0.0,950.1438199613766,229.64794314526864,994.7087326752993,273.48966129098494,961.2850481398573,240.60837268169772,983.5675044968186,262.5292317545559,1.0,0.0
0.0,1.0,2.268056631088257,0.03113579750061035,1.0,2.0,0.0,948.8056566696862,229.27557013753824,993.5936030686748,273.8563680269418,960.0026432694333,240.42076960988913,982.3966164689277,262.7111685545909,1.0,0.0
0.0,1.0,2.322885751724243,0.049160003662109375,1.0,2.0,0.0,948.0255813544079,229.66878148454683,993.1318703514664,273.7713494280649,959.3021536036725,240.69442347042636,981.8552981022018,262.74570744218545,1.0,0.0
0.0,1.0,2.354931354522705,0.037696123123168945,1.0,2.0,0.0,948.8399712658746,229.4847973753095,992.4119907004628,273.32733011528796,959.7329761245217,240.44543056030412,981.5189858418157,262.3666969302933,1.0,0.0
0.0,1.0,2.4510483741760254,0.09612774848937988,1.0,2.0,0.0,947.3481625327004,229.3120689955777,993.0311325279179,273.74800720748607,958.7689050315048,240.4210535485548,981.6103900291134,262.63902265450895,1.0,0.0
0.0,1.0,2.5215487480163574,0.07049036026000977,1.0,2.0,0.0,937.2225640658763,228.84915474473812,984.0936920812904,273.69046840435317,948.9403460697299,240.05948315964187,972.3759100774369,262.4801399894494,1.0,0.0
0.0,1.0,2.546065330505371,0.02453446388244629,1.0,2.0,0.0,940.2299601203771,228.8286506856664,986.6935012489456,273.96971701488707,951.8458454025192,240.11391726797154,975.0776159668035,262.6844504325819,1.0,0.0
0.0,1.0,2.5921952724456787,0.04611515998840332,1.0,2.0,0.0,941.5209191136922,229.13387746726303,986.0964184950786,273.4388701890746,952.6647939590389,240.21012564771593,974.952543649732,262.36262200862166,1.0,0.0
0.0,1.0,2.638890027999878,0.04670548439025879,1.0,2.0,0.0,936.1352496248395,228.26029124617745,982.6369127895404,274.1298300562355,947.7606654160147,239.72767594869197,971.0114969983651,262.662445353721,1.0,0.0
0.0,1.0,2.6802263259887695,0.04131746292114258,1.0,2.0,0.0,936.0625016521915,228.63651939624847,983.2501049424245,273.82783821455746,947.8594024747497,239.93434910082573,971.4532041198663,262.5300085099802,1.0,0.0
0.0,1.0,2.724569320678711,0.044367074966430664,1.0,2.0,0.0,936.360100721938,228.39874101023855,983.4955487618114,274.1395775858257,948.1439627319064,239.83395015413532,971.711686751843,262.7043684419289,1.0,0.0
0.0,1.0,2.7756192684173584,0.05102658271789551,1.0,2.0,0.0,935.9461674181508,228.44398113455438,983.1743042355905,274.0835368097431,947.7532016225107,239.85387005335156,971.3672700312306,262.673647890946,1.0,0.0
0.0,1.0,2.820197582244873,0.04458260536193848,1.0,2.0,0.0,928.6078566550777,228.15168319382488,976.085948446713,274.24337237073064,940.4773796029865,239.67460548805133,964.2164254988043,262.7204500765042,1.0,0.0
0.0,1.0,2.8900818824768066,0.06990289688110352,1.0,2.0,0.0,932.1654967512267,228.18051185564144,979.197233529654,274.10891152395556,943.9234309458335,239.66261177271997,967.4392993350472,262.626811606877,1.0,0.0
0.0,1.0,2.9445900917053223,0.0544431209564209,1.0,2.0,0.0,927.8873537902979,228.34460834086465,974.2129339037102,274.05376480778943,939.468748818651,239.77189745759586,962.6315388753571,262.62647569105826,1.0,0.0
0.0,1.0,3.0201399326324463,0.0756077766418457,1.0,2.0,0.0,928.1841231333299,228.12548057237694,975.4545491921849,274.38550632064755,940.0017296480437,239.6904870094446,963.6369426774711,262.8204998835799,1.0,0.0
0.0,1.0,3.066110610961914,0.04597949981689453,1.0,2.0,0.0,923.5404356936482,227.65091775645175,971.4766530446851,274.62668711258067,935.5244900314074,239.39486009548398,959.492598706926,262.88274477354844,1.0,0.0
0.0,1.0,3.137920379638672,0.07180905342102051,1.0,2.0,0.0,924.1131175648405,228.15418016425488,972.0237181972888,274.06760347992406,936.0907677229526,239.63253599317216,960.0460680391767,262.58924765100676,1.0,0.0
0.0,1.0,3.1689999103546143,0.03105020523071289,1.0,2.0,0.0,923.1490466765248,227.94772755095084,970.2718021686425,274.05521850401385,934.9297355495542,239.4746002892166,958.4911132956131,262.5283457657481,1.0,0.0
0.0,1.0,3.2092161178588867,0.04024481773376465,1.0,2.0,0.0,922.7517289179705,227.93556938510866,969.4229220875361,274.317104769833,934.4195272103618,239.53095323128974,957.7551237951448,262.72172092365196,1.0,0.0
0.0,1.0,3.30733060836792,0.098114013671875,1.0,2.0,0.0,922.3603220299552,227.7055367021788,969.8586958954501,274.5294198675814,934.234915496329,239.41150749352943,957.9841024290763,262.82344907623076,1.0,0.0
0.0,1.0,3.3694722652435303,0.062136173248291016,1.0,2.0,0.0,911.3083025277488,226.8869681118786,960.5381395548693,275.24293282034,923.6157617845289,238.97595928899392,948.2306802980892,263.15394164322464,1.0,0.0
0.0,1.0,3.4082987308502197,0.0388178825378418,1.0,2.0,0.0,910.6830725153318,227.220658049542,960.142658064681,274.9760850393126,923.047968902669,239.15951479698464,947.7777616773437,263.03722829186995,1.0,0.0
0.0,1.0,3.4492228031158447,0.04076385498046875,1.0,2.0,0.0,911.6248306919993,227.2319281987447,960.6120133162306,274.8061212421199,923.8716263480571,239.1254764595885,948.3652176601727,262.91257298127607,1.0,0.0
0.0,1.0,3.5004706382751465,0.05139422416687012,1.0,2.0,0.0,911.8422456003851,227.11906235939622,960.681510392206,274.9317369802958,924.0520617983403,239.07223101462114,948.4716941942507,262.9785683250709,1.0,0.0
0.0,1.0,3.5070135593414307,0.006569385528564453,1.0,2.0,0.0,911.5091181815969,227.3567336584467,959.8215442783123,274.8072838358414,923.5872247057757,239.21937120279537,947.7434377541335,262.94464629149275,1.0,0.0
0.0,1.0,3.5697054862976074,0.06269264221191406,1.0,2.0,0.0,909.4151029081766,226.86282892833333,957.8153930589701,275.10406593017194,921.515175445875,238.92313817879298,945.7153205212717,263.04375667971226,1.0,0.0
