count,detect_count,episode,reward,aveloss,learn_count
0.0,0.0,0,0.0,None,0
169,168,1,41.240565263599926,0.041447628972819076,50
177,175,2,62.44770733658852,0.03256801830430049,160
141,103,3,-2.1180567919591855,1.0065443591290228,74
145,102,4,5.884068598935404,1.0233619803562761,80
166,161,5,72.18111180929894,0.3516011177158604,150
167,165,6,60.019467050846124,2.0426418966737887,150
163,161,7,66.18671609415814,0.0406528923750021,146
182,179,8,58.07037151726262,0.6720206738120931,170
173,172,9,57.584486985016554,0.04024103381633458,155
182,180,10,58.54059993721298,0.05228778151436263,167
188,185,11,74.27828053544387,0.03301436408807474,175
175,155,12,48.82326481739838,0.06379456122522242,128
163,158,13,57.983629523198935,0.02552638551656236,141
159,157,14,58.51982019072156,0.005913675850681304,144
168,166,15,74.95559593709469,0.10705466283364401,156
169,156,16,60.087320479337656,0.009968625569287553,138
185,147,17,68.72849015940761,0.0640372447235415,118
188,180,18,85.38053077189197,0.006731647942069685,160
195,192,19,54.68278469004654,0.03813454439374754,171
172,170,20,63.86764551080881,0.002016088401624553,152
202,200,21,88.81525440216727,0.0073730878572850315,186
176,175,22,72.68706083461164,0.0018542143018352457,156
205,200,23,88.17274373945118,0.0018124207934982377,183
179,170,24,76.77447813398479,0.0165053480736759,159
179,173,25,80.29626517915229,0.002917499905066553,157
182,148,26,49.10920326916514,0.06832376654762941,112
178,171,27,84.61358897382357,0.021315344202228075,161
209,206,28,99.08886062510292,0.001093673733878559,191
210,206,29,92.74776141279092,0.009318823369131498,187
188,185,30,86.51241266231727,0.0017065116370628987,175
203,201,31,90.36107637659856,0.0013342562769653539,184
140,85,32,-7.36481262724106,0.058881386907634566,46
127,63,33,-14.379014098991371,0.1527987665707065,31
135,89,34,3.737679011802543,0.12441078927673277,61
130,89,35,10.438713487898262,0.17434042386832785,61
182,181,36,71.3670061136064,0.04508827405729013,164
177,176,37,67.15111787158955,0.3158349255499847,163
173,171,38,60.05107191389409,0.1904264612807126,158
192,191,39,85.5980490939502,0.18725992547875245,180
179,177,40,65.86891387359013,0.2208632633416568,159
185,183,41,77.37134716517012,0.060233803536154,170
204,202,42,88.89319887667175,0.013217556938024911,187
188,185,43,66.5453962517118,0.012384864576050692,169
186,182,44,69.53577110792314,0.025204944208549535,169
198,197,45,69.61185246216662,0.009235870630710564,178
185,182,46,64.31699877911258,0.0033184197123181398,172
129,128,47,49.565051170708514,0.004254539969947356,117
209,206,48,83.77773894886279,0.0026293201880967436,193
183,175,49,74.16933839337732,0.011810395772045013,158
161,131,50,56.12531946146445,0.03272895088362743,107
212,203,51,107.52421974744864,0.012446600302585705,187
190,183,52,90.26623707207787,0.0009683080181606453,165
146,116,53,45.734147715340015,0.015722824080554813,86
205,192,54,102.37873438656875,0.006154316460514175,175
195,177,55,87.1202588936386,0.019180759521008565,145
177,160,56,83.43135775220124,0.004822109278072329,136
148,109,57,47.236830174278545,0.005415858493211704,74
147,123,58,61.14472631943537,0.005230704062304707,98
164,136,59,49.42684023910544,0.014023286948977696,99
143,124,60,59.12682605557236,0.015678193844745263,102
194,171,61,90.04060871471185,0.009606329592416942,144
171,152,62,77.25254056465877,0.0036318143059712225,127
158,112,63,37.976068675042825,0.03905352918120722,75
158,132,64,56.73149406742313,0.023741763487860962,111
132,113,65,47.83430351665762,0.014377901964853036,87
159,142,66,68.78376246865982,0.008069420539829722,117
176,151,67,74.83879426737975,0.009301607767677205,117
173,155,68,77.42623696284649,0.005159102270810573,134
165,149,69,77.24627643923674,0.006193959528184313,127
162,122,70,60.99868769151042,0.004739034553575847,90
134,88,71,30.390354959549896,0.01591542996202578,53
147,116,72,40.29692708418008,0.05676938737013254,83
194,181,73,93.74542821143997,0.01718740681107773,166
182,152,74,74.48476899802303,0.008089396285730563,119
149,125,75,49.55017632376088,0.022398839067606317,91
167,148,76,68.40179703876395,0.02644343193260436,119
149,133,77,68.16209754116622,0.023388700501527637,112
204,198,78,99.39995437345735,0.01994454495361826,181
207,202,79,107.70652721605961,0.004205518174417765,183
152,124,80,54.946568457132905,0.0119181453421908,95
173,142,81,63.67856272842944,0.02000806370580738,110
165,152,82,81.84758482053762,0.013262369911557525,133
152,146,83,23.014714559647555,28.079252044692,134
115,104,84,-15.9730076687212,83.4493032720354,90
159,151,85,66.29891988112436,56.37672549551421,137
171,169,86,67.63827136376003,25.72993008352139,154
147,113,87,18.784646614266165,78.3261445499048,82
145,106,88,17.543667260253212,22.800114660745574,84
130,104,89,8.210927678643687,31.26634471385907,78
101,80,90,-3.102634877306885,5.351349805516225,54
134,87,91,-8.025742044681826,0.4336298784760178,61
158,147,92,52.92839192376821,3.8623381378129125,136
150,144,93,60.76107995284413,11.136773452281005,126
155,153,94,67.06589669987186,11.476631623391114,142
118,85,95,9.904088987862579,13.485054876444474,53
144,103,96,-11.356886736555172,6.905641941688,78
165,144,97,43.44011996232871,4.24409553686441,118
101,96,98,-17.01072031187764,2.4133638174273075,80
147,143,99,62.77827693673975,0.4953418896223108,135
86,82,100,-27.09773356837505,10.357761936131078,71
125,104,101,6.289436090530966,2.4787968643940985,80
161,155,102,68.11524214861524,0.38518052858392327,142
181,176,103,75.63281037449241,1.924970410062851,162
