count,detect_count,episode,reward,aveloss,learn_count
0.0,0.0,0,0.0,None,0
197,197,1,-679.3350168167266,15.186938753253536,76
124,122,2,-25.312040164298566,1.7844125049720918,112
132,130,3,-328.31392057839463,18.76260377197969,122
129,125,4,-134.9980108504947,14.119827297695895,114
148,146,5,419.62200105041484,5.120882249564576,139
120,117,6,56.66174043077382,7.97112271686395,108
107,105,7,-82.50062818699101,40.21180025984844,96
152,150,8,-6.663833662109454,86.4065356289131,138
165,163,9,134.25834740110008,37.93286747490333,151
104,102,10,65.80926309919964,15.279937395610308,95
95,93,11,-838.890967966597,20.696274764316026,86
172,168,12,159.21092983281653,10.696577710488551,158
174,168,13,139.8031961675697,4.20916900606711,162
183,174,14,1381.125161703533,38.530773024351305,165
135,99,15,602.1022247378984,145.63007906431793,93
162,155,16,17.82128955225565,65.08227320076668,146
177,175,17,204.52990393953064,35.32466021805634,162
152,150,18,-661.9403497994659,20.109814769930118,139
170,166,19,214.44902190660468,27.586450754634797,155
166,164,20,102.22719472855454,0.8433569828480088,151
130,128,21,13.561918357844448,0.8295048942693092,116
153,150,22,-153.4934545816924,7.034657709987451,141
117,116,23,-918.7252443192092,20.377531188838887,106
103,101,24,-790.536090880069,25.06331816974439,95
102,82,25,326.7843605003246,81.72302530924479,75
116,115,26,-12.112664662914895,147.41725634535155,108
140,138,27,-744.3473919354128,25.887238328495332,124
140,138,28,-368.1942194765642,22.585107101548104,124
147,145,29,-371.81067353596853,34.63262022787065,134
148,143,30,581.3799150402987,27.820701293873064,132
