count,detect_count,episode,reward,aveloss,learn_count
173,164,82,2657.777785349197,173.40378530996819,135
139,129,83,1631.6402364635314,140.24462393124898,120
145,142,84,1691.964886463487,177.13256427670314,121
160,140,85,1976.684064806322,88.59596805274487,128
150,141,86,932.0985721619844,79.87334202810098,131
150,147,87,1398.5421747453815,49.42773604037157,134
175,144,88,2597.6244874318845,172.58905710601806,125
170,133,89,1916.4215582329616,210.22159282231735,118
150,141,90,2420.0282382989376,216.71585100889206,128
147,130,91,1704.7977611430308,101.91215768882206,112
161,148,92,1661.2342196852615,139.96920168297922,117
143,129,93,1188.7751067992872,105.20926230057427,115
144,130,94,1874.8692840644787,221.19516932522808,108
150,118,95,2073.5674771775302,406.79755977555817,102
126,117,97,2554.73069264832,587.6871248025161,104
136,122,98,1953.1610099584225,282.4113040379116,105
132,114,99,1463.3989588707793,823.3727556730571,95
161,114,100,3088.7118132931555,482.3076682281494,100
152,139,101,3182.883436986723,572.8114118498515,123
141,111,102,2850.9907419142955,340.9447665371738,91
134,114,103,2071.1714793757947,608.3156739762686,103
139,99,104,2634.396263548055,542.6912401572041,87
165,133,105,1109.8985895810733,741.5551750308177,122
136,116,106,1873.3996197065644,272.5720426689074,103
174,146,107,2562.562117572151,198.82648638052532,129
156,110,108,1709.4530544741642,501.76303220598885,89
123,101,109,2672.8297252569623,511.86798920028514,87
153,130,110,2434.431876467073,461.25013117204634,114
171,139,111,1849.8715892375994,241.00030869097748,121
155,139,112,2193.3994741117403,181.7888461271922,120
167,142,113,3114.4987384011724,202.88906985521317,128
162,139,114,2753.132787794132,184.07388551773565,124
183,134,115,1808.7605517252823,355.40067184180543,114
143,121,116,2575.027812382815,466.29921783447264,100
163,131,117,2776.3600045788944,303.8882589647847,124
153,131,118,2492.563003234865,278.0312101818266,105
140,111,119,2470.9991822849142,540.3530526701937,97
160,152,120,3106.45546361568,206.31726617303514,131
149,98,121,1983.2523570014705,503.5526764424642,75
163,132,122,3242.8406607183965,318.32023824725235,114
136,97,123,2501.167761484101,378.49242939668545,85
140,135,125,1115.1244604726608,372.3662518413127,119
152,134,126,2859.216767344885,236.7281367820606,114
155,136,127,2068.9231351117855,174.92312394470727,119
