count,detect_count,episode,reward,aveloss,learn_count
0.0,0.0,0,0.0,None,0
197,197,1,-298.9766493131826,1.8456767410453823,72
150,145,2,222.7140882663655,1.431164107306768,131
172,166,3,217.85533777603257,1.4304973264681358,153
170,169,4,242.03921583163182,24.198397181498315,156
140,137,5,-281.88517696376584,9.39957203912735,125
167,165,6,260.5954235556156,4.563058521114773,154
152,121,7,48.559648146660635,10.508563861931844,93
160,152,8,216.59335211227523,1.6309785321354866,145
160,127,9,115.54009768875333,2.950147671927458,97
128,123,10,38.72656507101854,1.5968913341237005,107
155,153,11,-388.60541288155076,3.263968954341752,140
165,163,12,-85.90852270568429,4.5563185950378315,154
225,220,13,321.2791709697881,1.4075771584152588,203
190,186,14,261.3720256845787,2.1886117439717054,174
160,157,15,181.21660885827248,4.556896120124841,146
168,149,16,191.67240476490798,4.969642660684055,126
156,154,17,158.55363093898464,2.1580941278221353,140
170,161,18,190.09424260826083,1.8379179611674523,146
188,187,19,305.4821993085959,1.3001289819148094,170
174,172,20,242.45775327300936,0.5983631789611537,160
185,175,21,258.8247059125016,0.9140877192810877,160
161,159,22,-20.080686291790176,1.333930301724066,145
137,111,23,76.81968872244263,5.278973467293239,84
160,157,24,164.19251458281315,0.8156886734363531,142
150,143,25,110.44278114771147,0.5204144352482847,130
162,148,26,202.0341594572039,1.4372952539129003,130
178,170,27,284.2764538105882,2.5312715406581665,161
143,129,28,105.26046899333514,0.3794306005330079,110
173,146,29,53.87496862070333,3.126969726312728,126
159,114,30,75.07532408654899,5.327461387051477,90
154,150,31,-345.325685101723,4.571606353949044,131
88,84,32,-250.16031080008472,8.865956913934996,73
76,72,33,-237.2003814392421,31.420785423185006,61
145,145,34,-198.17871874025815,11.463993607646357,137
122,119,35,-8.708343038569073,3.9703660744045854,109
91,87,36,-191.30390775541963,2.9452368146494816,76
170,166,37,218.1771011413129,1.3051229535726605,157
164,158,38,225.53813659605714,8.551516950130463,144
136,133,39,98.27785807275357,4.114580877756668,118
152,149,40,-210.0104249790214,2.6226406988680813,133
154,152,41,167.1833657431647,1.922231371048838,144
164,162,42,42.60228839193238,0.906930044737478,151
155,153,43,168.5278474468708,3.1347606500539067,143
166,164,44,211.07480384549504,0.8488082325366003,153
161,159,45,206.84260898106928,2.28580398559004,148
150,148,46,187.10458180597743,0.1585149351014769,138
185,182,47,277.9039487511608,0.7717175651839638,173
165,163,48,189.75056269780825,0.5334990539922233,147
162,159,49,212.62546242716218,0.21365139200926236,146
180,174,50,251.2258013319118,0.41549343162848845,159
151,149,51,161.75327162100461,0.6024126876221524,138
144,142,52,149.64265081008395,0.07812121647857707,129
190,187,53,273.23980466399235,0.32243568588455673,176
112,111,54,137.1715444152831,0.27812205211001234,101
159,146,55,215.25779929594688,0.711680713695504,124
167,163,56,263.1143461511831,0.06864267711285564,151
178,173,57,247.22183712778428,0.1457188871953314,156
201,199,58,329.9724032666831,0.10752336208102971,183
194,186,59,320.41728779509185,0.06951341902681007,167
168,159,60,182.7256533247786,1.570229942890835,143
187,183,61,318.1399065382831,0.1849367618245785,170
181,177,62,300.1718774983329,0.23246847160080056,162
155,153,63,172.0743539375387,0.23940799516381148,139
175,170,64,282.67349201123733,0.0660623060442352,156
161,140,65,75.56239332126542,2.588804433630983,119
156,150,66,134.35390597722278,7.590588355947424,135
152,149,67,120.1020995997251,0.654895375057569,138
148,147,68,105.77201463515055,2.3726247649123198,137
184,171,69,198.84625694245725,1.5360806700565917,157
163,155,70,117.30918178399978,2.980468944837786,146
133,104,71,58.21434959800733,4.587442082094859,83
142,141,72,-196.25786670097216,3.870966826681979,128
173,159,73,151.30283653701224,2.6440641219773284,143
147,142,74,150.21292718120026,2.250712286568898,133
178,169,75,279.0621407641341,0.1892362092744167,152
117,115,76,112.25720659272514,0.5978591770794734,106
143,114,77,-3.4378972321420775,3.3298674597094458,90
174,163,78,220.41705109072592,3.407948502762751,154
137,135,79,118.48618979715687,0.2593522234934336,122
168,165,80,262.0287214186753,0.7707096203170236,155
174,172,81,280.61699091350755,0.042694943606311195,158
189,187,82,285.1102036188071,0.03959736114160882,171
165,163,83,258.4439189942861,0.053246203864994776,146
164,159,84,259.38305710643306,0.07278924008667124,146
189,173,85,246.71143871616755,1.1694946005709128,153
179,174,86,258.41888319275967,0.7155203975535015,159
