count,detect_count,episode,reward,aveloss,learn_count
0.0,0.0,0,0.0,None,0
148,148,1,52.310593082409085,1.1221858603613717,28
141,139,2,91.8171182689669,0.10844819215071766,128
140,126,3,46.988257488778466,0.2891281677920443,104
135,134,4,86.80194123721382,0.1497936779262752,121
149,146,5,-125.88763452543452,0.1850564394062802,134
155,143,6,76.38788947334707,0.2139028837046926,126
149,147,7,98.92542169666294,0.12223389090418264,135
174,159,8,95.15251147097034,0.16623470351985054,141
169,165,9,127.66557372007934,0.4074350659072601,157
139,136,10,-97.25712085590315,0.16878915293237962,124
148,146,11,80.80921185919054,0.2232584013707108,135
132,129,12,-8.600634422212963,1.044761663225169,120
167,160,13,87.17222783007487,0.13973991018604381,141
172,166,14,144.20121291911553,0.2804345590037228,157
201,199,15,163.97714491870414,0.18588260296862674,182
156,153,16,99.73844616812217,0.26872775947554506,139
180,178,17,141.03365158279584,0.052905632209930026,164
176,171,18,115.17940236685111,0.12803294342612068,155
165,158,19,95.0963597132924,0.1789841418429559,149
141,138,20,72.70138932929649,0.02956971115575678,127
165,163,21,113.62691410822694,0.022619855538939967,149
151,148,22,90.14156301800128,0.03570903331891521,132
139,137,23,81.39291228796074,0.005756152462189286,126
139,138,24,40.046982818976794,0.2584766045959744,126
132,130,25,82.21378759972077,0.0699097482867132,119
150,134,26,46.68814344943944,0.06363055502905891,110
178,164,27,114.37216460941967,0.2851970830762928,154
145,143,28,64.2101632737799,0.13585289198707676,132
162,161,29,110.80263425142678,0.062061553258555814,148
158,157,30,90.69691918349541,0.4230784676652143,144
172,170,31,121.2262615008795,0.1734806716436176,157
140,137,32,97.79141017873124,0.023486491449321398,126
149,145,33,119.21248658880158,0.06161317278747447,132
185,184,34,115.47978993124279,0.03187595344347043,166
166,161,35,79.64383543477491,0.16963967470773905,148
183,181,36,149.96982914714792,0.08342659289875624,169
136,135,37,81.48903039814316,0.032416590901751384,120
187,173,38,100.09696938536544,0.05767751487515246,150
123,107,39,-48.01636899828668,0.6834057339363628,90
114,112,40,-89.87749488281253,0.4492084983883813,101
159,157,41,94.7978148307538,0.22591581736277375,144
139,85,42,-46.153743512383244,2.1146341698600892,47
168,161,43,110.07077310759291,0.8006722654974618,151
118,103,44,-13.988619600807167,1.8181898818328612,82
172,170,45,97.47718395779575,0.44987747114031545,155
131,129,46,-96.45391129824979,1.2044943024093906,120
152,97,47,6.542668170435725,0.2854100152377098,63
131,95,48,11.78820221647644,0.31886536989580183,68
180,166,49,129.58381039625726,0.2514866490905078,156
171,163,50,51.13505123506998,0.10227623320738408,148
176,158,51,91.17051526125309,0.4173223954954542,133
143,142,52,-65.04142318621007,0.3843788641388528,128
